"","az","date","senat","kammer_txt","richter_txt","anordnung","link"
"5161","2 BvR 1369/02",2002-09-11,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020911_2bvr136902.html"
"5162","2 BvR 397/02",2002-09-11,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020911_2bvr039702.html"
"5163","2 BvR 995/02",2002-09-05,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020905_2bvr099502.html"
"5164","1 BvR 1863/01",2002-09-02,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020902_1bvr186301.html"
"5165","1 BvR 1103/02",2002-09-02,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020902_1bvr110302.html"
"5166","1 BvR 476/01",2002-09-02,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020902_1bvr047601.html"
"5167","2 BvR 1332/02",2002-08-30,"2","2","Jentsch,Broß,Mellinghoff",0,"http://www.bverfg.de/e/rk20020830_2bvr133202.html"
"5168","1 BvR 947/01",2002-08-26,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020826_1bvr094701.html"
"5169","1 BvR 142/02",2002-08-26,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020826_1bvr014202.html"
"5170","1 BvR 255/02",2002-08-22,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020822_1bvr025502.html"
"5171","1 BvR 1444/02",2002-08-21,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020821_1bvr144402.html"
"5172","1 BvR 1644/00",2002-08-20,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020820_1bvr164400.html"
"5173","2 BvR 443/01",2002-08-19,"2","2","Jentsch,Broß,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020819_2bvr044301.html"
"5174","1 BvR 2226/00",2002-08-16,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020816_1bvr222600.html"
"5175","1 BvR 1241/97",2002-08-16,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020816_1bvr124197.html"
"5176","1 BvR 1790/00",2002-08-15,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020815_1bvr179000.html"
"5177","2 BvR 932/02",2002-08-12,"2","3","Hassemer,Sommer,Broß",0,"http://www.bverfg.de/e/rk20020812_2bvr093202.html"
"5178","1 BvR 1264/02",2002-08-12,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020812_1bvr126402.html"
"5179","1 BvR 1044/93",2002-08-12,"1","2","Bryde,Hömig,Jaeger",0,"http://www.bverfg.de/e/rk20020812_1bvr104493.html"
"5180","1 BvR 1012/02",2002-08-12,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020812_1bvr101202.html"
"5181","1 BvR 399/02",2002-08-12,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020812_1bvr039902.html"
"5182","1 BvR 328/02",2002-08-12,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020812_1bvr032802.html"
"5183","2 BvR 1605/00",2002-08-09,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020809_2bvr160500.html"
"5184","2 BvR 8/00",2002-08-09,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020809_2bvr000800.html"
"5185","2 BvR 1030/02",2002-08-08,"2","1","DiFabio,Lübbe-Wolff,Sommer",0,"http://www.bverfg.de/e/rk20020808_2bvr103002.html"
"5186","1 BvQ 27/02",2002-08-08,"1","2","Jaeger,Hömig,Hoffmann-Riem",1,"http://www.bverfg.de/e/qk20020808_1bvq002702.html"
"5187","2 BvR 2357/00",2002-08-06,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020806_2bvr235700.html"
"5188","1 BvR 586/98",2002-08-06,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020806_1bvr058698.html"
"5189","2 BvR 1108/02",2002-08-05,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020805_2bvr110802.html"
"5190","1 BvR 1854/01",2002-08-05,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020805_1bvr185401.html"
"5191","2 BvR 2135/01",2002-08-01,"2","2","Jentsch,Broß,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020801_2bvr213501.html"
"5192","2 BvR 1247/01",2002-08-01,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020801_2bvr124701.html"
"5193","1 BvR 1143/98",2002-08-01,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020801_1bvr114398.html"
"5194","1 BvR 580/02",2002-08-01,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020801_1bvr058002.html"
"5195","2 BvR 1686/01",2002-07-30,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020730_2bvr168601.html"
"5196","2 BvR 60/02",2002-07-30,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020730_2bvr006002.html"
"5197","2 BvR 708/02",2002-07-29,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020729_2bvr070802.html"
"5198","2 BvR 610/02",2002-07-29,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020729_2bvr061002.html"
"5199","1 BvQ 25/02",2002-07-28,"1","2","Jaeger,Hömig,Steiner",1,"http://www.bverfg.de/e/qk20020728_1bvq002502.html"
"5200","2 BvR 1622/01",2002-07-26,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020726_2bvr162201.html"
"5201","2 BvR 2266/00",2002-07-24,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020724_2bvr226600.html"
"5202","2 BvR 2256/99",2002-07-24,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020724_2bvr225699.html"
"5203","1 BvR 644/95",2002-07-24,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020724_1bvr064495.html"
"5204","2 BvQ 38/02",2002-07-24,"2","2","Jentsch,Broß,Lübbe-Wolff",1,"http://www.bverfg.de/e/qk20020724_2bvq003802.html"
"5205","2 BvR 403/02",2002-07-23,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020723_2bvr040302.html"
"5206","1 BvR 1069/02",2002-07-23,"1","2","Bryde,Hömig,Jaeger",0,"http://www.bverfg.de/e/rk20020723_1bvr106902.html"
"5207","2 BvL 14/98",2002-07-23,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/lk20020723_2bvl001498.html"
"5208","1 BvR 131/95",2002-07-22,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020722_1bvr013195.html"
"5209","2 BvR 18/02",2002-07-19,"2","2","Broß,Jentsch,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020719_2bvr001802.html"
"5214","2 BvR 1912/98",2002-07-16,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020716_2bvr191298.html"
"5215","2 BvR 1473/01",2002-07-16,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020716_2bvr147301.html"
"5216","1 BvR 226/02",2002-07-11,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020711_1bvr022602.html"
"5217","1 BvR 354/98",2002-07-10,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020710_1bvr035498.html"
"5218","2 BvQ 25/02",2002-07-09,"2","1","Sommer,DiFabio,Lübbe-Wolff",1,"http://www.bverfg.de/e/qk20020709_2bvq002502.html"
"5219","1 BvL 5/99",2002-07-09,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/lk20020709_1bvl000599.html"
"5220","1 BvR 2428/95",2002-07-08,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020708_1bvr242895.html"
"5221","2 BvR 2168/00",2002-07-04,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020704_2bvr216800.html"
"5222","1 BvR 390/01",2002-07-04,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020704_1bvr039001.html"
"5223","2 BvR 916/02",2002-07-03,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020703_2bvr091602.html"
"5224","1 BvR 2151/01",2002-07-03,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020703_1bvr215101.html"
"5225","1 BvR 2544/95",2002-07-02,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020702_1bvr254495.html"
"5226","2 BvR 901/02",2002-07-01,"2","2","Jentsch,Broß,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020701_2bvr090102.html"
"5227","2 BvR 578/02",2002-07-01,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020701_2bvr057802.html"
"5228","1 BvR 152/02",2002-07-01,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020701_1bvr015202.html"
"5229","2 BvR 729/02",2002-06-27,"2","3","Hassemer,Sommer,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020627_2bvr072902.html"
"5233","1 BvR 2144/01",2002-06-25,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020625_1bvr214401.html"
"5234","1 BvR 575/02",2002-06-24,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020624_1bvr057502.html"
"5235","1 BvR 605/02",2002-06-21,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020621_1bvr060502.html"
"5236","1 BvR 2062/96",2002-06-20,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020620_1bvr206296.html"
"5237","2 BvQ 31/02",2002-06-20,"2","3","Sommer,Osterloh,Mellinghoff",1,"http://www.bverfg.de/e/qk20020620_2bvq003102.html"
"5238","1 BvR 792/02",2002-06-19,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020619_1bvr079202.html"
"5239","1 BvR 996/02",2002-06-18,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020618_1bvr099602.html"
"5240","1 BvR 1594/99",2002-06-17,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020617_1bvr159499.html"
"5241","1 BvL 9/01",2002-06-17,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/lk20020617_1bvl000901.html"
"5242","2 BvQ 32/02",2002-06-14,"2","2","Sommer,Jentsch,Osterloh",1,"http://www.bverfg.de/e/qk20020614_2bvq003202.html"
"5243","2 BvR 452/01",2002-06-13,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020613_2bvr045201.html"
"5244","1 BvR 482/02",2002-06-13,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020613_1bvr048202.html"
"5245","1 BvR 736/02",2002-06-13,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020613_1bvr073602.html"
"5246","2 BvR 1378/01",2002-06-12,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020612_2bvr137801.html"
"5247","2 BvR 697/02",2002-06-12,"2","2","Jentsch,Broß,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020612_2bvr069702.html"
"5248","2 BvR 116/02",2002-06-12,"2","2","Jentsch,Broß,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020612_2bvr011602.html"
"5249","1 BvQ 19/02",2002-06-12,"1","2","Jaeger,Hömig,Bryde",1,"http://www.bverfg.de/e/qk20020612_1bvq001902.html"
"5250","2 BvR 1194/01",2002-06-11,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020611_2bvr119401.html"
"5251","2 BvR 461/02",2002-06-11,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020611_2bvr046102.html"
"5252","2 BvQ 27/02",2002-06-11,"2","2","Jentsch,Broß,Lübbe-Wolff",1,"http://www.bverfg.de/e/qk20020611_2bvq002702.html"
"5254","2 BvQ 17/02",2002-06-10,"2","1","Sommer,DiFabio,Lübbe-Wolff",1,"http://www.bverfg.de/e/qk20020610_2bvq001702.html"
"5256","1 BvR 771/02",2002-06-07,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020607_1bvr077102.html"
"5257","2 BvR 2257/96",2002-06-05,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020605_2bvr225796.html"
"5258","2 BvR 888/01",2002-06-05,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020605_2bvr088801.html"
"5259","2 BvR 1761/01",2002-06-04,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020604_2bvr176101.html"
"5260","2 BvR 426/02",2002-06-04,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020604_2bvr042602.html"
"5261","1 BvQ 18/02",2002-05-31,"1","1","Papier,Steiner,Hoffmann-Riem",1,"http://www.bverfg.de/e/qk20020531_1bvq001802.html"
"5262","2 BvR 723/99",2002-05-29,"2","1","DiFabio,Lübbe-Wolff,Sommer",0,"http://www.bverfg.de/e/rk20020529_2bvr072399.html"
"5263","1 BvQ 29/01",2002-05-28,"1","2","Bryde,Hömig,Jaeger",1,"http://www.bverfg.de/e/qk20020528_1bvq002901.html"
"5264","2 BvR 742/02",2002-05-27,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020527_2bvr074202.html"
"5265","2 BvR 682/02",2002-05-27,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020527_2bvr068202.html"
"5266","2 BvR 667/02",2002-05-27,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020527_2bvr066702.html"
"5267","2 BvR 290/02",2002-05-27,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020527_2bvr029002.html"
"5268","2 BvR 516/02",2002-05-23,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020523_2bvr051602.html"
"5269","1 BvR 797/96",2002-05-22,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020522_1bvr079796.html"
"5270","2 BvR 1145/01",2002-05-16,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020516_2bvr114501.html"
"5271","2 BvR 665/02",2002-05-16,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020516_2bvr066502.html"
"5272","1 BvR 2257/01",2002-05-16,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020516_1bvr225701.html"
"5273","1 BvR 117/02",2002-05-16,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020516_1bvr011702.html"
"5276","2 BvR 614/02",2002-05-14,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020514_2bvr061402.html"
"5277","2 BvR 499/02",2002-05-14,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020514_2bvr049902.html"
"5278","1 BvR 1685/01",2002-05-10,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020510_1bvr168501.html"
"5279","1 BvR 485/01",2002-05-08,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020508_1bvr048501.html"
"5280","1 BvR 1699/01",2002-05-07,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020507_1bvr169901.html"
"5281","2 BvR 613/02",2002-05-02,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020502_2bvr061302.html"
"5282","2 BvR 1797/00",2002-04-30,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020430_2bvr179700.html"
"5283","1 BvR 1487/01",2002-04-30,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020430_1bvr148701.html"
"5284","2 BvR 574/99",2002-04-29,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020429_2bvr057499.html"
"5285","2 BvR 284/99",2002-04-29,"2","3","Hassemer,Osterloh,Mellinghoff",0,"http://www.bverfg.de/e/rk20020429_2bvr028499.html"
"5286","1 BvR 2039/96",2002-04-29,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020429_1bvr203996.html"
"5287","1 BvR 2007/94",2002-04-29,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020429_1bvr200794.html"
"5288","1 BvR 1819/96",2002-04-29,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020429_1bvr181996.html"
"5289","1 BvR 1818/96",2002-04-29,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020429_1bvr181896.html"
"5290","1 BvR 1578/94",2002-04-29,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020429_1bvr157894.html"
"5293","1 BvR 1361/93",2002-04-18,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020418_1bvr136193.html"
"5294","1 BvR 680/02",2002-04-17,"1","1","Steiner,Hohmann-Dennhardt,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020417_1bvr068002.html"
"5295","2 BvR 553/02",2002-04-16,"2","1","Sommer,DiFabio,Lübbe-Wolff",0,"http://www.bverfg.de/e/rk20020416_2bvr055302.html"
"5296","1 BvR 279/02",2002-04-16,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020416_1bvr027902.html"
"5297","1 BvR 680/02",2002-04-15,"1","1","Steiner,Hohmann-Dennhardt,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020415_1bvr068002.html"
"5298","1 BvQ 12/02",2002-04-11,"1","1","Papier,Steiner,Hoffmann-Riem",1,"http://www.bverfg.de/e/qk20020411_1bvq001202.html"
"5299","2 BvR 710/01",2002-04-09,"2","4","Limbach,Jentsch,DiFabio",0,"http://www.bverfg.de/e/rk20020409_2bvr071001.html"
"5300","2 BvL 7/95",2002-04-09,"2","2","Sommer,Osterloh,DiFabio",0,"http://www.bverfg.de/e/lk20020409_2bvl000795.html"
"5302","2 BvR 1829/01",2002-04-06,"2","4","Limbach,Jentsch,DiFabio",0,"http://www.bverfg.de/e/rk20020406_2bvr182901.html"
"5303","1 BvR 2105/94",2002-04-04,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020404_1bvr210594.html"
"5304","1 BvR 724/98",2002-04-04,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020404_1bvr072498.html"
"5305","1 BvR 605/02",2002-04-04,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020404_1bvr060502.html"
"5306","1 BvR 60/02",2002-04-04,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020404_1bvr006002.html"
"5307","2 BvR 1309/01",2002-03-29,"2","4","Limbach,Jentsch,DiFabio",0,"http://www.bverfg.de/e/rk20020329_2bvr130901.html"
"5308","2 BvR 401/02",2002-03-29,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020329_2bvr040102.html"
"5309","2 BvR 292/00",2002-03-29,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020329_2bvr029200.html"
"5310","1 BvQ 9/02",2002-03-29,"1","1","Steiner,Hohmann-Dennhardt,Hoffmann-Riem",1,"http://www.bverfg.de/e/qk20020329_1bvq000902.html"
"5311","2 BvR 2295/95",2002-03-28,"2","2","Sommer,Osterloh,DiFabio",0,"http://www.bverfg.de/e/rk20020328_2bvr229595.html"
"5312","2 BvR 2104/01",2002-03-28,"2","4","Limbach,Jentsch,DiFabio",0,"http://www.bverfg.de/e/rk20020328_2bvr210401.html"
"5313","1 BvR 1082/00",2002-03-28,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020328_1bvr108200.html"
"5314","1 BvR 408/02",2002-03-28,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020328_1bvr040802.html"
"5315","1 BvR 229/02",2002-03-28,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020328_1bvr022902.html"
"5316","2 BvL 2/01",2002-03-28,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/lk20020328_2bvl000201.html"
"5319","2 BvR 307/01",2002-03-28,"2","4","Limbach,Jentsch,DiFabio",0,"http://www.bverfg.de/e/rk20020328_2bvr030701.html"
"5320","2 BvR 636/01",2002-03-27,"2","1","Sommer,Broß,Mellinghoff",0,"http://www.bverfg.de/e/rk20020327_2bvr063601.html"
"5321","2 BvL 2/02",2002-03-27,"2","4","Limbach,Jentsch,DiFabio",0,"http://www.bverfg.de/e/lk20020327_2bvl000202.html"
"5322","2 BvR 357/02",2002-03-26,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020326_2bvr035702.html"
"5323","2 BvR 2175/01",2002-03-24,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020324_2bvr217501.html"
"5324","2 BvR 397/02",2002-03-21,"2","3","Sommer,Hassemer,Osterloh",0,"http://www.bverfg.de/e/rk20020321_2bvr039702.html"
"5325","1 BvR 2119/01",2002-03-21,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020321_1bvr211901.html"
"5326","1 BvR 861/01",2002-03-21,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020321_1bvr086101.html"
"5328","1 BvR 2297/96",2002-03-18,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020318_1bvr229796.html"
"5329","1 BvR 16/02",2002-03-14,"1","2","Bryde,Hömig,Jaeger",0,"http://www.bverfg.de/e/rk20020314_1bvr001602.html"
"5330","2 BvR 261/01",2002-03-13,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020313_2bvr026101.html"
"5331","2 BvR 183/01",2002-03-12,"2","1","Sommer,Broß,Mellinghoff",0,"http://www.bverfg.de/e/rk20020312_2bvr018301.html"
"5332","1 BvR 1644/00",2002-03-12,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020312_1bvr164400.html"
"5333","2 BvR 2081/01",2002-03-08,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020308_2bvr208101.html"
"5334","2 BvR 196/02",2002-03-08,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020308_2bvr019602.html"
"5335","1 BvR 1974/96",2002-03-08,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020308_1bvr197496.html"
"5336","2 BvR 191/02",2002-03-07,"2","2","Sommer,Osterloh,DiFabio",0,"http://www.bverfg.de/e/rk20020307_2bvr019102.html"
"5337","1 BvR 2334/94",2002-03-07,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020307_1bvr233494.html"
"5338","1 BvR 1962/01",2002-03-07,"1","2","Jaeger,Hömig,Bryde",0,"http://www.bverfg.de/e/rk20020307_1bvr196201.html"
"5339","1 BvR 1321/00",2002-03-07,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020307_1bvr132100.html"
"5340","2 BvR 1619/00",2002-03-06,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020306_2bvr161900.html"
"5341","2 BvR 85/02",2002-03-06,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020306_2bvr008502.html"
"5343","2 BvR 972/00",2002-03-01,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020301_2bvr097200.html"
"5344","2 BvR 971/00",2002-03-01,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020301_2bvr097100.html"
"5345","1 BvQ 5/02",2002-03-01,"1","1","Papier,Hohmann-Dennhardt,Hoffmann-Riem",1,"http://www.bverfg.de/e/qk20020301_1bvq000502.html"
"5346","1 BvR 1676/01",2002-02-28,"1","3","Papier,Haas,Hohmann-Dennhardt",0,"http://www.bverfg.de/e/rk20020228_1bvr167601.html"
"5347","2 BvR 1979/01",2002-02-27,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020227_2bvr197901.html"
"5348","2 BvR 553/01",2002-02-27,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020227_2bvr055301.html"
"5349","2 BvR 261/02",2002-02-27,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020227_2bvr026102.html"
"5350","2 BvR 175/97",2002-02-26,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020226_2bvr017597.html"
"5351","2 BvR 170/02",2002-02-26,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020226_2bvr017002.html"
"5352","2 BvR 1707/01",2002-02-22,"2","1","Sommer,Broß,Mellinghoff",0,"http://www.bverfg.de/e/rk20020222_2bvr170701.html"
"5353","1 BvR 300/02",2002-02-22,"1","1","Steiner,Hohmann-Dennhardt,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020222_1bvr030002.html"
"5354","2 BvR 2122/01",2002-02-20,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020220_2bvr212201.html"
"5355","2 BvR 2017/01",2002-02-20,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020220_2bvr201701.html"
"5356","2 BvR 1743/01",2002-02-20,"2","3","Limbach,Hassemer,Mellinghoff",0,"http://www.bverfg.de/e/rk20020220_2bvr174301.html"
"5357","1 BvR 1450/00",2002-02-20,"1","1","Papier,Steiner,Hoffmann-Riem",0,"http://www.bverfg.de/e/rk20020220_1bvr145000.html"
