"","az","date","senat","kammer_txt","richter_txt","anordnung","link"
"1","1 BvR 1753/19",2019-08-12,"1","1","Harbarth,Britz,Radtke",0,"http://www.bverfg.de/e/rk20190812_1bvr175319.html"
"9","2 BvR 686/19",2019-07-24,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190724_2bvr068619.html"
"10","1 BvR 684/14",2019-07-23,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190723_1bvr068414.html"
"11","2 BvR 2484/18",2019-07-19,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190719_2bvr248418.html"
"12","2 BvR 1301/19",2019-07-18,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190718_2bvr130119.html"
"13","1 BvR 2307/18",2019-07-18,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190718_1bvr230718.html"
"14","1 BvL 1/18",2019-07-18,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/lk20190718_1bvl000118.html"
"15","2 BvR 1082/18",2019-07-18,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190718_2bvr108218.html"
"19","2 BvR 1242/19",2019-07-18,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190718_2bvr124219.html"
"20","2 BvR 1327/18",2019-07-17,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190717_2bvr132718.html"
"21","2 BvR 2158/18",2019-07-17,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190717_2bvr215818.html"
"22","2 BvL 11/19",2019-07-17,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/lk20190717_2bvl001119.html"
"23","2 BvQ 60/19",2019-07-17,"2","2","Huber,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20190717_2bvq006019.html"
"24","2 BvR 881/17",2019-07-16,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190716_2bvr088117.html"
"25","2 BvR 1165/19",2019-07-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190716_2bvr116519.html"
"26","2 BvR 1258/19",2019-07-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190716_2bvr125819.html"
"27","2 BvR 419/19",2019-07-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190716_2bvr041919.html"
"28","2 BvR 1108/19",2019-07-15,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190715_2bvr110819.html"
"29","1 BvR 1197/19",2019-07-10,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190710_1bvr119719.html"
"30","2 BvR 1545/14",2019-07-10,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190710_2bvr154514.html"
"31","2 BvR 547/13",2019-07-09,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190709_2bvr054713.html"
"32","1 BvR 1257/19",2019-07-09,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190709_1bvr125719.html"
"33","2 BvR 453/19",2019-07-08,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190708_2bvr045319.html"
"34","1 BvR 363/19",2019-07-08,"1","1","Harbarth,Britz,Radtke",0,"http://www.bverfg.de/e/rk20190708_1bvr036319.html"
"35","2 BvR 382/17",2019-07-05,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190705_2bvr038217.html"
"36","1 BvR 1458/19",2019-07-05,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190705_1bvr145819.html"
"37","2 BvR 818/19",2019-07-05,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190705_2bvr081819.html"
"38","2 BvR 167/18",2019-07-05,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190705_2bvr016718.html"
"39","2 BvQ 40/19",2019-07-05,"2","2","Huber,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20190705_2bvq004019.html"
"40","2 BvR 2256/17",2019-07-03,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190703_2bvr225617.html"
"41","2 BvR 824/15",2019-07-03,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190703_2bvr082415.html"
"42","2 BvR 427/19",2019-07-02,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190702_2bvr042719.html"
"45","1 BvR 1099/16",2019-07-02,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190702_1bvr109916.html"
"46","1 BvR 385/16",2019-07-02,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190702_1bvr038516.html"
"47","1 BvR 1499/19",2019-07-02,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190702_1bvr149919.html"
"48","1 BvQ 51/19",2019-06-24,"1","2","Masing,Paulus,Christ",1,"http://www.bverfg.de/e/qk20190624_1bvq005119.html"
"51","2 BvR 2299/15",2019-06-19,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190619_2bvr229915.html"
"52","2 BvR 2579/17",2019-06-19,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190619_2bvr257917.html"
"53","2 BvR 1092/19",2019-06-18,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190618_2bvr109219.html"
"55","1 BvR 2433/17",2019-06-14,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190614_1bvr243317.html"
"56","1 BvR 1235/17",2019-06-13,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190613_1bvr123517.html"
"57","2 BvR 834/19",2019-06-11,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190611_2bvr083419.html"
"58","1 BvR 1011/19",2019-06-04,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190604_1bvr101119.html"
"59","2 BvR 910/19",2019-06-03,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190603_2bvr091019.html"
"60","2 BvR 229/19",2019-06-03,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190603_2bvr022919.html"
"61","2 BvR 217/19",2019-05-29,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190529_2bvr021719.html"
"62","2 BvR 2630/18",2019-05-29,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190529_2bvr263018.html"
"63","1 BvR 876/19",2019-05-28,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190528_1bvr087619.html"
"64","1 BvR 2833/16",2019-05-28,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190528_1bvr283316.html"
"65","1 BvR 2403/16",2019-05-28,"1","1","Harbarth,Britz,Radtke",0,"http://www.bverfg.de/e/rk20190528_1bvr240316.html"
"66","1 BvR 2006/16",2019-05-28,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190528_1bvr200616.html"
"67","2 BvR 2710/18",2019-05-24,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190524_2bvr271018.html"
"68","1 BvQ 45/19",2019-05-24,"1","2","Masing,Paulus,Christ",1,"http://www.bverfg.de/e/qk20190524_1bvq004519.html"
"69","1 BvQ 46/19",2019-05-24,"1","2","Masing,Paulus,Christ",1,"http://www.bverfg.de/e/qk20190524_1bvq004619.html"
"70","1 BvR 673/19",2019-05-24,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190524_1bvr067319.html"
"71","1 BvR 1724/18",2019-05-23,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190523_1bvr172418.html"
"72","1 BvQ 42/19",2019-05-22,"1","2","Masing,Paulus,Christ",1,"http://www.bverfg.de/e/qk20190522_1bvq004219.html"
"73","2 BvQ 9/19",2019-05-22,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",1,"http://www.bverfg.de/e/qk20190522_2bvq000919.html"
"74","2 BvR 750/19",2019-05-22,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190522_2bvr075019.html"
"75","2 BvR 649/19",2019-05-20,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190520_2bvr064919.html"
"77","2 BvR 2425/18",2019-05-15,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190515_2bvr242518.html"
"78","1 BvQ 43/19",2019-05-15,"1","2","Masing,Paulus,Christ",1,"http://www.bverfg.de/e/qk20190515_1bvq004319.html"
"80","2 BvR 657/19",2019-05-08,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190508_2bvr065719.html"
"81","2 BvR 1429/16",2019-05-06,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190506_2bvr142916.html"
"82","1 BvQ 36/19",2019-04-27,"1","2","Masing,Paulus,Christ",1,"http://www.bverfg.de/e/qk20190427_1bvq003619.html"
"84","2 BvQ 45/18",2019-04-25,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",1,"http://www.bverfg.de/e/qk20190425_2bvq004518.html"
"85","2 BvR 1728/16",2019-04-25,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190425_2bvr172816.html"
"86","1 BvR 180/17",2019-04-17,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190417_1bvr018017.html"
"87","1 BvR 30/19",2019-04-16,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190416_1bvr003019.html"
"88","1 BvR 2909/17",2019-04-15,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190415_1bvr290917.html"
"89","1 BvR 1811/17",2019-04-15,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190415_1bvr181117.html"
"92","2 BvR 10/19",2019-04-10,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190410_2bvr001019.html"
"93","1 BvR 2284/15",2019-04-10,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190410_1bvr228415.html"
"94","1 BvR 1909/18",2019-04-08,"1","1","Harbarth,Britz,Radtke",0,"http://www.bverfg.de/e/rk20190408_1bvr190918.html"
"95","2 BvR 517/19",2019-04-03,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190403_2bvr051719.html"
"96","2 BvQ 28/19",2019-04-03,"2","3","Hermanns,Müller,Langenfeld",1,"http://www.bverfg.de/e/qk20190403_2bvq002819.html"
"97","2 BvR 328/16",2019-04-03,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190403_2bvr032816.html"
"98","2 BvR 1845/18",2019-04-03,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190403_2bvr184518.html"
"99","2 BvR 1224/17",2019-04-01,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190401_2bvr122417.html"
"100","2 BvR 382/19",2019-04-01,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190401_2bvr038219.html"
"102","2 BvR 2432/18",2019-03-28,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190328_2bvr243218.html"
"103","2 BvR 252/19",2019-03-28,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190328_2bvr025219.html"
"105","2 BvR 2268/18",2019-03-27,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190327_2bvr226818.html"
"106","2 BvR 262/19",2019-03-27,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190327_2bvr026219.html"
"107","2 BvR 2294/18",2019-03-27,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190327_2bvr229418.html"
"108","1 BvR 1608/18",2019-03-26,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190326_1bvr160818.html"
"110","1 BvR 673/19",2019-03-21,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190321_1bvr067319.html"
"111","2 BvR 2638/18",2019-03-19,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190319_2bvr263818.html"
"112","1 BvR 1511/18",2019-03-19,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190319_1bvr151118.html"
"113","2 BvR 367/19",2019-03-18,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190318_2bvr036719.html"
"114","1 BvQ 90/18",2019-03-18,"1","1","Harbarth,Britz,Radtke",1,"http://www.bverfg.de/e/qk20190318_1bvq009018.html"
"115","1 BvR 1782/09",2019-03-16,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190316_1bvr178209.html"
"116","1 BvR 1235/17",2019-03-16,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190316_1bvr123517.html"
"117","1 BvR 169/19",2019-03-14,"1","1","Harbarth,Britz,Radtke",0,"http://www.bverfg.de/e/rk20190314_1bvr016919.html"
"121","1 BvR 95/19",2019-03-12,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190312_1bvr009519.html"
"122","2 BvR 2255/17",2019-03-12,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190312_2bvr225517.html"
"123","1 BvR 2721/16",2019-03-12,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190312_1bvr272116.html"
"124","2 BvQ 11/19",2019-03-05,"2","3","Hermanns,Müller,Langenfeld",1,"http://www.bverfg.de/e/qk20190305_2bvq001119.html"
"125","2 BvR 12/19",2019-03-05,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190305_2bvr001219.html"
"126","2 BvR 1193/18",2019-02-25,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190225_2bvr119318.html"
"127","2 BvQ 9/19",2019-02-22,"2","1","Voßkuhle,König,Maidowski",1,"http://www.bverfg.de/e/qk20190222_2bvq000919.html"
"128","2 BvR 2203/18",2019-02-22,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190222_2bvr220318.html"
"129","2 BvR 2456/18",2019-02-21,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190221_2bvr245618.html"
"130","2 BvQ 7/19",2019-02-21,"2","2","Huber,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20190221_2bvq000719.html"
"131","2 BvR 280/19",2019-02-20,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190220_2bvr028019.html"
"132","1 BvR 1954/17",2019-02-19,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190219_1bvr195417.html"
"133","1 BvR 2556/17",2019-02-18,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190218_1bvr255617.html"
"134","2 BvR 1457/18",2019-02-14,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190214_2bvr145718.html"
"135","2 BvR 633/16",2019-02-13,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190213_2bvr063316.html"
"136","2 BvR 2136/17",2019-02-13,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190213_2bvr213617.html"
"137","1 BvR 842/17",2019-02-12,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190212_1bvr084217.html"
"138","1 BvR 2914/17",2019-02-12,"1","1","Harbarth,Britz,Radtke",0,"http://www.bverfg.de/e/rk20190212_1bvr291417.html"
"140","1 BvR 3/19",2019-02-11,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190211_1bvr000319.html"
"141","2 BvR 2406/16",2019-02-07,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20190207_2bvr240616.html"
"142","1 BvQ 4/19",2019-02-06,"1","2","Masing,Paulus,Christ",1,"http://www.bverfg.de/e/qk20190206_1bvq000419.html"
"143","1 BvQ 1/19",2019-01-30,"1","1","Harbarth,Britz,Radtke",1,"http://www.bverfg.de/e/qk20190130_1bvq000119.html"
"145","1 BvR 1738/16",2019-01-28,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20190128_1bvr173816.html"
"146","2 BvR 2429/18",2019-01-23,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20190123_2bvr242918.html"
"147","1 BvR 2975/13",2019-01-23,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20190123_1bvr297513.html"
"148","2 BvR 93/19",2019-01-22,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190122_2bvr009319.html"
"149","2 BvR 1081/18",2019-01-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190116_2bvr108118.html"
"150","2 BvR 2627/18",2019-01-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20190116_2bvr262718.html"
"152","2 BvR 2377/16",2018-12-20,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20181220_2bvr237716.html"
"155","1 BvR 1155/18",2018-12-20,"1","3","Harbarth,Baer,Ott",0,"http://www.bverfg.de/e/rk20181220_1bvr115518.html"
"157","1 BvR 626/18",2018-12-18,"1","2","Masing,Paulus,Christ",0,"http://www.bverfg.de/e/rk20181218_1bvr062618.html"
"158","1 BvR 1240/18",2018-12-18,"1","1","Harbarth,Britz,Radtke",0,"http://www.bverfg.de/e/rk20181218_1bvr124018.html"
"161","2 BvR 2588/18",2018-12-12,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20181212_2bvr258818.html"
"164","2 BvQ 105/18",2018-12-07,"2","2","Huber,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20181207_2bvq010518.html"
"165","2 BvR 2257/17",2018-12-05,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20181205_2bvr225717.html"
"166","2 BvR 1122/18",2018-12-05,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20181205_2bvr112218.html"
"167","2 BvR 2726/17",2018-12-04,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20181204_2bvr272617.html"
"168","2 BvR 2513/17",2018-11-29,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20181129_2bvr251317.html"
"170","1 BvR 957/18",2018-11-27,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181127_1bvr095718.html"
"171","1 BvR 318/17",2018-11-26,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181126_1bvr031817.html"
"172","1 BvR 1511/14",2018-11-26,"1","4","Paulus,Ott,Christ",0,"http://www.bverfg.de/e/rk20181126_1bvr151114.html"
"173","1 BvQ 81/18",2018-11-22,"1","3","Kirchhof,Masing,Paulus",1,"http://www.bverfg.de/e/qk20181122_1bvq008118.html"
"175","1 BvR 436/17",2018-11-21,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181121_1bvr043617.html"
"176","1 BvR 1653/18",2018-11-21,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20181121_1bvr165318.html"
"177","1 BvR 2716/17",2018-11-20,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20181120_1bvr271617.html"
"178","1 BvR 1502/16",2018-11-20,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20181120_1bvr150216.html"
"179","1 BvR 2391/18",2018-11-19,"1","4","Paulus,Ott,Christ",0,"http://www.bverfg.de/e/rk20181119_1bvr239118.html"
"180","1 BvR 1335/18",2018-11-19,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181119_1bvr133518.html"
"181","1 BvR 1481/18",2018-11-18,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20181118_1bvr148118.html"
"182","2 BvR 2172/18",2018-11-16,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20181116_2bvr217218.html"
"183","1 BvR 1572/17",2018-11-15,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20181115_1bvr157217.html"
"184","1 BvR 1278/16",2018-11-14,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20181114_1bvr127816.html"
"185","1 BvR 433/16",2018-11-14,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181114_1bvr043316.html"
"187","1 BvR 1223/18",2018-11-13,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181113_1bvr122318.html"
"189","1 BvR 1949/18",2018-11-08,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20181108_1bvr194918.html"
"190","1 BvR 1020/17",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr102017.html"
"191","1 BvR 415/13",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr041513.html"
"192","1 BvR 408/13",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr040813.html"
"193","1 BvR 416/13",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr041613.html"
"194","1 BvR 436/13",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr043613.html"
"195","1 BvR 461/13",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr046113.html"
"196","1 BvR 437/13",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr043713.html"
"197","1 BvR 462/13",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr046213.html"
"198","1 BvR 3091/13",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr309113.html"
"199","1 BvR 1618/17",2018-11-08,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181108_1bvr161817.html"
"200","1 BvQ 80/18",2018-11-06,"1","2","Baer,Britz,Radtke",1,"http://www.bverfg.de/e/qk20181106_1bvq008018.html"
"202","1 BvR 700/18",2018-10-28,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20181028_1bvr070018.html"
"203","1 BvR 1689/16",2018-10-25,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181025_1bvr168916.html"
"204","1 BvR 2022/18",2018-10-24,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20181024_1bvr202218.html"
"205","2 BvR 2153/18",2018-10-23,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20181023_2bvr215318.html"
"206","2 BvR 2374/17",2018-10-23,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20181023_2bvr237417.html"
"207","2 BvR 1050/17",2018-10-23,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20181023_2bvr105017.html"
"209","1 BvR 896/17",2018-10-16,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20181016_1bvr089617.html"
"211","1 BvR 1658/18",2018-10-08,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20181008_1bvr165818.html"
"212","2 BvR 1845/18",2018-10-01,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20181001_2bvr184518.html"
"213","2 BvR 1649/18",2018-10-01,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20181001_2bvr164918.html"
"214","1 BvR 1783/17",2018-09-30,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180930_1bvr178317.html"
"215","1 BvR 2421/17",2018-09-30,"1","3","Kirchhof,Masing,Paulus",0,"http://www.bverfg.de/e/rk20180930_1bvr242117.html"
"216","1 BvR 426/13",2018-09-27,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20180927_1bvr042613.html"
"217","1 BvR 2814/17",2018-09-25,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20180925_1bvr281417.html"
"218","1 BvR 453/17",2018-09-25,"1","4","Paulus,Ott,Christ",0,"http://www.bverfg.de/e/rk20180925_1bvr045317.html"
"219","1 BvR 1764/18",2018-09-24,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180924_1bvr176418.html"
"220","2 BvR 1649/17",2018-09-21,"2","2","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20180921_2bvr164917.html"
"221","2 BvR 708/18",2018-09-20,"2","3","Hermanns,Müller,Langenfeld",0,"http://www.bverfg.de/e/rk20180920_2bvr070818.html"
"223","1 BvQ 70/18",2018-09-18,"1","1","Kirchhof,Ott,Christ",1,"http://www.bverfg.de/e/qk20180918_1bvq007018.html"
"224","2 BvR 745/18",2018-09-18,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180918_2bvr074518.html"
"225","1 BvR 962/18",2018-09-12,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180912_1bvr096218.html"
"226","1 BvR 1413/18",2018-09-11,"1","1","Kirchhof,Ott,Christ",0,"http://www.bverfg.de/e/rk20180911_1bvr141318.html"
"228","1 BvR 552/17",2018-09-03,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20180903_1bvr055217.html"
"229","2 BvR 1845/18",2018-08-24,"2","2","Huber,Müller,Kessal-Wulf",0,"http://www.bverfg.de/e/rk20180824_2bvr184518.html"
"230","1 BvR 700/18",2018-08-23,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20180823_1bvr070018.html"
"231","2 BvR 688/18",2018-08-22,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180822_2bvr068818.html"
"234","2 BvR 2647/17",2018-08-22,"2","1","Voßkuhle,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20180822_2bvr264717.html"
"235","1 BvQ 55/18",2018-08-21,"1","1","Kirchhof,Ott,Christ",1,"http://www.bverfg.de/e/qk20180821_1bvq005518.html"
"236","1 BvR 2674/17",2018-08-21,"1","2","Baer,Britz,Radtke",0,"http://www.bverfg.de/e/rk20180821_1bvr267417.html"
